,species_idx,mass_frequency,lambda_inst_nut,lambda_max_nut,delta
99999,25,0.0,0.1766210737745329,0.9198029508465159,0.15183946488294314
99999,26,0.0,0.18075454544311695,0.9413291445036641,0.15183946488294314
99999,27,0.0,0.18119304261309602,0.943612739446584,0.15183946488294314
99999,28,0.0,0.1816837557432284,0.9461682634022988,0.15183946488294314
99999,29,0.0,0.1821417160344537,0.9485532179167147,0.15183946488294314
99999,30,0.0,0.18231063672777856,0.9494329190127321,0.15183946488294314
99999,31,0.0,0.18263062861319906,0.9510993650045193,0.15183946488294314
99999,32,0.0,0.18374995452652376,0.956928563389698,0.15183946488294314
99999,33,0.0,0.184215245421979,0.9593516940473005,0.15183946488294314
99999,34,0.0,0.18427254425820863,0.9596500935390359,0.15183946488294314
99999,35,0.0,0.18515009011780822,0.9642201556155086,0.15183946488294314
99999,36,0.0,0.18572089647990345,0.9671927871650562,0.15183946488294314
99999,37,0.0,0.18647951776338462,0.9711435167139643,0.15183946488294314
99999,38,0.0,0.18664583985685168,0.9720096848845716,0.15183946488294314
99999,39,0.0,0.18676514752475315,0.9726310124682466,0.15183946488294314
99999,40,0.0,0.1870974676016914,0.9743616609172734,0.15183946488294314
99999,41,0.0,0.18722352209676352,0.9750181244641025,0.15183946488294314
99999,42,0.0,0.18869704675041032,0.9826919104716522,0.15183946488294314
99999,43,0.0,0.18880218969538923,0.9832394713543118,0.15183946488294314
99999,44,0.0,0.1903011155844669,0.9910455413006077,0.15183946488294314
99999,45,0.0,0.1920274583629913,1.0000359474165073,0.15183946488294314
99999,46,0.0,0.19234762924242096,1.001703325568961,0.15183946488294314
99999,47,0.0,0.19268532551087764,1.0034619720179843,0.15183946488294314
99999,48,0.0,0.19284986126628897,1.0043188373405239,0.15183946488294314
99999,49,0.0,0.1932440876710789,1.0063718800645778,0.15183946488294314
99999,50,0.0,0.19326334514635315,1.006472168677961,0.15183946488294314
99999,51,0.0,0.19402487517333253,1.0104380463108196,0.15183946488294314
99999,52,0.0,0.1940364337726809,1.0104982409045964,0.15183946488294314
99999,53,0.0,0.1940872477737227,1.010762868828681,0.15183946488294314
99999,54,0.0,0.19443014164066572,1.0125485832052337,0.15183946488294314
99999,55,0.0,0.19481027421333255,1.0145282284116612,0.15183946488294314
99999,56,0.0,0.19525123631111901,1.0168246601459243,0.15183946488294314
99999,57,0.0,0.1958801014283091,1.020099648674271,0.15183946488294314
99999,58,0.0,0.19593315874332767,1.0203759592745585,0.15183946488294314
99999,59,0.0,0.19610012590479134,1.0212454868146572,0.15183946488294314
99999,60,0.0,0.19648495449429526,1.0232495878238475,0.15183946488294314
99999,61,0.0,0.19781607700383752,1.030181775393821,0.15183946488294314
99999,62,0.0,0.1984348513734283,1.0334042135711834,0.15183946488294314
99999,63,0.0,0.19914455301650003,1.0371001806014333,0.15183946488294314
99999,64,0.0,0.19914647367186303,1.0371101829439209,0.15183946488294314
99999,65,0.0,0.19969410417558436,1.0399621198194688,0.15183946488294314
99999,66,0.0,0.2009166431274988,1.0463288285675494,0.15183946488294314
99999,67,0.0,0.2010529252488894,1.047038555299042,0.15183946488294314
99999,68,0.0,0.20201781951443415,1.0520635082887169,0.15183946488294314
99999,69,0.0,0.202035480510735,1.0521554827975637,0.15183946488294314
99999,70,0.0,0.20243212478072542,1.0542211172214564,0.15183946488294314
99999,71,0.0,0.20252713056151028,1.0547158860259136,0.15183946488294314
99999,72,0.0,0.20291918778926554,1.0567576321623364,0.15183946488294314
99999,73,0.0,0.20341587064553798,1.059344245113277,0.15183946488294314
99999,74,0.0,0.20342489038415518,1.0593912178896205,0.15183946488294314
99999,75,0.0,0.2035479301787196,1.0600319815521515,0.15183946488294314
99999,76,0.0,0.20361664005142513,1.06038980716331,0.15183946488294314
99999,77,0.0,0.2037903612095743,1.0612945080037888,0.15183946488294314
99999,78,0.0,0.2061404394205482,1.0735331884000663,0.15183946488294314
99999,79,0.0,0.2068501672728172,1.077229291921939,0.15183946488294314
99999,80,0.0,0.20690474384748064,1.077513514485814,0.15183946488294314
99999,81,0.0,0.20753918266292565,1.0808175295849567,0.15183946488294314
99999,82,0.0,0.20836343564008813,1.0851100542788443,0.15183946488294314
99999,83,0.0,0.20989027317156428,1.0930614818004984,0.15183946488294314
99999,84,0.0,0.21096654094965672,1.098666443071735,0.15183946488294314
99999,85,0.0,0.21127738851537314,1.1002852674968113,0.15183946488294314
99999,86,0.0,0.21344112055109551,1.1115534987942792,0.15183946488294314
99999,87,0.0,0.21347252520901938,1.111717047211302,0.15183946488294314
99999,88,0.0,0.21605645220775258,1.1251735596614572,0.15183946488294314
99999,89,0.002,0.21753819292642723,1.1328901330934942,0.15183946488294314
99999,90,0.0,0.21882866281301722,1.1396106109181237,0.15183946488294314
99999,91,0.0,0.2188995461101967,1.1399797552366249,0.15183946488294314
99999,92,0.0,0.2211450513825978,1.151673843215801,0.15183946488294314
99999,93,0.0,0.22243715434553266,1.1584028257358718,0.15183946488294314
99999,94,0.0,0.22267736727648316,1.1596538008205428,0.15183946488294314
99999,95,0.0,0.22428454789011215,1.168023637099799,0.15183946488294314
99999,96,0.0,0.22732242452521584,1.1838442174731414,0.15183946488294314
99999,97,0.0,0.2324136040139771,1.2103579387238108,0.15183946488294314
99999,98,0.0,0.23295716749981918,1.2131886954821363,0.15183946488294314
99999,99,0.0,0.2337639920253262,1.2173904567075495,0.15183946488294314
99999,100,0.998,0.24962672243612594,1.3,0.15183946488294314
99999,1,0.0,0.15169594424977662,0.7863133743598113,0.15301003344481606
99999,2,0.0,0.15786906211988205,0.8183116269615488,0.15301003344481606
99999,3,0.0,0.15829775935088627,0.8205337718445697,0.15301003344481606
99999,4,0.0,0.15936046754386704,0.8260423018801955,0.15301003344481606
99999,5,0.0,0.1596642109917523,0.8276167509310749,0.15301003344481606
99999,6,0.0,0.16033346310611302,0.8310858080040442,0.15301003344481606
99999,7,0.0,0.1604054370562039,0.8314588837632008,0.15301003344481606
99999,8,0.0,0.1631875927096889,0.8458801407764004,0.15301003344481606
99999,9,0.0,0.16422634374347506,0.8512644892804793,0.15301003344481606
99999,10,0.0,0.1653521527841575,0.8571001014983392,0.15301003344481606
99999,11,0.0,0.16737028369601656,0.8675610491199238,0.15301003344481606
99999,12,0.0,0.16753813884372967,0.8684311234535174,0.15301003344481606
99999,13,0.0,0.16789297891941263,0.8702704310147593,0.15301003344481606
99999,14,0.0,0.1680723051173069,0.8711999653439381,0.15301003344481606
99999,15,0.0,0.16870437176932143,0.8744762721985729,0.15301003344481606
99999,16,0.0,0.16932358301744868,0.877685943283482,0.15301003344481606
99999,17,0.0,0.17085779502404125,0.8856385054027486,0.15301003344481606
99999,18,0.0,0.17267372380212595,0.8950513416664642,0.15301003344481606
99999,19,0.0,0.1737896897543429,0.9008359324008975,0.15301003344481606
99999,20,0.0,0.17440936071354363,0.9040479863904202,0.15301003344481606
99999,21,0.0,0.17547811121428494,0.9095878366266461,0.15301003344481606
99999,22,0.0,0.17625158327191343,0.9135971160217857,0.15301003344481606
99999,23,0.0,0.17711538929805667,0.9180746400226295,0.15301003344481606
99999,24,0.0,0.17719109610564707,0.9184670649858203,0.15301003344481606
99999,25,0.0,0.1774488158312121,0.9198029508465159,0.15301003344481606
99999,26,0.0,0.18160165918782328,0.9413291445036641,0.15301003344481606
99999,27,0.0,0.18204221139314763,0.943612739446584,0.15301003344481606
99999,28,0.0,0.1825352242709086,0.9461682634022988,0.15301003344481606
99999,29,0.0,0.18299533081221175,0.9485532179167147,0.15301003344481606
99999,30,0.0,0.1831650431594379,0.9494329190127321,0.15301003344481606
99999,31,0.0,0.18348653470022624,0.9510993650045193,0.15301003344481606
99999,32,0.0,0.18461110638130557,0.956928563389698,0.15301003344481606
99999,33,0.0,0.18507857788202223,0.9593516940473005,0.15301003344481606
99999,34,0.0,0.18513614525164676,0.9596500935390359,0.15301003344481606
99999,35,0.0,0.18601780376665683,0.9642201556155086,0.15301003344481606
99999,36,0.0,0.18659128523666543,0.9671927871650562,0.15301003344481606
99999,37,0.0,0.18735346183055213,0.9711435167139643,0.15301003344481606
99999,38,0.0,0.1875205633994735,0.9720096848845716,0.15301003344481606
99999,39,0.0,0.18764043020775556,0.9726310124682466,0.15301003344481606
99999,40,0.0,0.18797430771664733,0.9743616609172734,0.15301003344481606
99999,41,0.0,0.18810095297138799,0.9750181244641025,0.15301003344481606
99999,42,0.0,0.18958138336001482,0.9826919104716522,0.15301003344481606
99999,43,0.0,0.18968701906180727,0.9832394713543118,0.15301003344481606
99999,44,0.0,0.19119296972981828,0.9910455413006077,0.15301003344481606
99999,45,0.0,0.19292740308604947,1.0000359474165073,0.15301003344481606
99999,46,0.0,0.19324907445970996,1.001703325568961,0.15301003344481606
99999,47,0.0,0.19358835335586672,1.0034619720179843,0.15301003344481606
99999,48,0.0,0.19375366021498425,1.0043188373405239,0.15301003344481606
99999,49,0.0,0.19414973417832496,1.0063718800645778,0.15301003344481606
99999,50,0.0,0.1941690819045633,1.006472168677961,0.15301003344481606
99999,51,0.0,0.19493418087389644,1.0104380463108196,0.15301003344481606
99999,52,0.0,0.19494579364310458,1.0104982409045964,0.15301003344481606
99999,53,0.0,0.19499684578608964,1.010762868828681,0.15301003344481606
99999,54,0.0,0.19534134663949568,1.0125485832052337,0.15301003344481606
99999,55,0.0,0.195723260719379,1.0145282284116612,0.15301003344481606
99999,56,0.0,0.1961662894044981,1.0168246601459243,0.15301003344481606
99999,57,0.0,0.19679810172438802,1.020099648674271,0.15301003344481606
99999,58,0.0,0.1968514076947347,1.0203759592745585,0.15301003344481606
99999,59,0.0,0.19701915735479086,1.0212454868146572,0.15301003344481606
99999,60,0.0,0.19740578945959075,1.0232495878238475,0.15301003344481606
99999,61,0.0,0.1987431503305029,1.030181775393821,0.15301003344481606
99999,62,0.0,0.1993648246120824,1.0334042135711834,0.15301003344481606
99999,63,0.0,0.20007785230161687,1.0371001806014333,0.15301003344481606
99999,64,0.0,0.2000797819582116,1.0371101829439209,0.15301003344481606
99999,65,0.0,0.2006299789552158,1.0399621198194688,0.15301003344481606
99999,66,0.0,0.2018582473871113,1.0463288285675494,0.15301003344481606
99999,67,0.0,0.20199516820036942,1.047038555299042,0.15301003344481606
99999,68,0.0,0.20296458448328597,1.0520635082887169,0.15301003344481606
99999,69,0.0,0.2029823282485854,1.0521554827975637,0.15301003344481606
99999,70,0.0,0.2033808314085531,1.0542211172214564,0.15301003344481606
99999,71,0.0,0.2034762824379071,1.0547158860259136,0.15301003344481606
99999,72,0.0,0.20387017705827418,1.0567576321623364,0.15301003344481606
99999,73,0.0,0.20436918763954667,1.059344245113277,0.15301003344481606
99999,74,0.0,0.20437824964954654,1.0593912178896205,0.15301003344481606
99999,75,0.0,0.2045018660752594,1.0600319815521515,0.15301003344481606
99999,76,0.0,0.20457089795965996,1.06038980716331,0.15301003344481606
99999,77,0.0,0.20474543326928984,1.0612945080037888,0.15301003344481606
99999,78,0.0,0.20710652522018802,1.0735331884000663,0.15301003344481606
99999,79,0.0,0.2078195792417502,1.077229291921939,0.15301003344481606
99999,80,0.0,0.20787441159181574,1.077513514485814,0.15301003344481606
99999,81,0.0,0.2085118237313308,1.0808175295849567,0.15301003344481606
99999,82,0.0,0.20933993960457906,1.0851100542788443,0.15301003344481606
99999,83,0.0,0.21087393272406915,1.0930614818004984,0.15301003344481606
99999,84,0.0,0.21195524447616276,1.098666443071735,0.15301003344481606
99999,85,0.0,0.2122675488420099,1.1002852674968113,0.15301003344481606
99999,86,0.0,0.21444142129850471,1.1115534987942792,0.15301003344481606
99999,87,0.0,0.21447297313567273,1.111717047211302,0.15301003344481606
99999,88,0.0,0.2170690098164644,1.1251735596614572,0.15301003344481606
99999,89,0.0005,0.21855769477505185,1.1328901330934942,0.15301003344481606
99999,90,0.0,0.21985421250279222,1.1396106109181237,0.15301003344481606
99999,91,0.0,0.21992542799751158,1.1399797552366249,0.15301003344481606
99999,92,0.0,0.22218145692438232,1.151673843215801,0.15301003344481606
99999,93,0.0,0.22347961538194827,1.1584028257358718,0.15301003344481606
99999,94,0.0,0.22372095408085646,1.1596538008205428,0.15301003344481606
99999,95,0.0,0.2253356668137176,1.168023637099799,0.15301003344481606
99999,96,0.0,0.22838778058485573,1.1838442174731414,0.15301003344481606
99999,97,0.0,0.2335028200994389,1.2103579387238108,0.15301003344481606
99999,98,0.0,0.23404893101831425,1.2131886954821363,0.15301003344481606
99999,99,0.0,0.23485953676073865,1.2173904567075495,0.15301003344481606
99999,100,0.9995,0.2507966085217192,1.3,0.15301003344481606
99999,1,0.0,0.1524038504717553,0.7863133743598113,0.15418060200668898
99999,2,0.0,0.15860577589219352,0.8183116269615488,0.15418060200668898
99999,3,0.0,0.1590364736871461,0.8205337718445697,0.15418060200668898
99999,4,0.0,0.16010414112769064,0.8260423018801955,0.15418060200668898
99999,5,0.0,0.16040930202861134,0.8276167509310749,0.15418060200668898
99999,6,0.0,0.16108167728339728,0.8310858080040442,0.15418060200668898
99999,7,0.0,0.1611539871080387,0.8314588837632008,0.15418060200668898
99999,8,0.0,0.1639491260044664,0.8458801407764004,0.15418060200668898
99999,9,0.0,0.16499272448703264,0.8512644892804793,0.15418060200668898
99999,10,0.0,0.166123787242497,0.8571001014983392,0.15418060200668898
99999,11,0.0,0.16815133598972626,0.8675610491199238,0.15418060200668898
99999,12,0.0,0.16831997445240568,0.8684311234535174,0.15418060200668898
99999,13,0.0,0.16867647042929698,0.8702704310147593,0.15418060200668898
99999,14,0.0,0.16885663347310612,0.8711999653439381,0.15418060200668898
99999,15,0.0,0.16949164973539455,0.8744762721985729,0.15418060200668898
99999,16,0.0,0.1701137506026045,0.877685943283482,0.15418060200668898
99999,17,0.0,0.17165512218245177,0.8856385054027486,0.15418060200668898
99999,18,0.0,0.1734795251968586,0.8950513416664642,0.15418060200668898
99999,19,0.0,0.17460069892997568,0.9008359324008975,0.15418060200668898
99999,20,0.0,0.17522326165355262,0.9040479863904202,0.15418060200668898
99999,21,0.0,0.1762969995989679,0.9095878366266461,0.15418060200668898
99999,22,0.0,0.17707408115113385,0.9135971160217857,0.15418060200668898
99999,23,0.0,0.17794191822546043,0.9180746400226295,0.15418060200668898
99999,24,0.0,0.17801797832740163,0.9184670649858203,0.15418060200668898
99999,25,0.0,0.17827690073111443,0.9198029508465159,0.15418060200668898
99999,26,0.0,0.18244912379932957,0.9413291445036641,0.15418060200668898
99999,27,0.0,0.1828917318911761,0.943612739446584,0.15418060200668898
99999,28,0.0,0.18338704546910023,0.9461682634022988,0.15418060200668898
99999,29,0.0,0.1838492991494384,0.9485532179167147,0.15418060200668898
99999,30,0.0,0.18401980347846172,0.9494329190127321,0.15418060200668898
99999,31,0.0,0.18434279529576153,0.9510993650045193,0.15418060200668898
99999,32,0.0,0.18547261491734468,0.956928563389698,0.15418060200668898
99999,33,0.0,0.18594226792650967,0.9593516940473005,0.15418060200668898
99999,34,0.0,0.1860001039407531,0.9596500935390359,0.15418060200668898
99999,35,0.0,0.18688587681459803,0.9642201556155086,0.15418060200668898
99999,36,0.0,0.1874620345005254,0.9671927871650562,0.15418060200668898
99999,37,0.0,0.18822776787739484,0.9711435167139643,0.15418060200668898
99999,38,0.0,0.1883956492446221,0.9720096848845716,0.15418060200668898
99999,39,0.0,0.18851607542487558,0.9726310124682466,0.15418060200668898
99999,40,0.0,0.18885151101079503,0.9743616609172734,0.15418060200668898
99999,41,0.0,0.18897874726989156,0.9750181244641025,0.15418060200668898
99999,42,0.0,0.19046608625379097,0.9826919104716522,0.15418060200668898
99999,43,0.0,0.19057221491649234,0.9832394713543118,0.15418060200668898
99999,44,0.0,0.1920851932730362,0.9910455413006077,0.15418060200668898
99999,45,0.0,0.19382772055801778,1.0000359474165073,0.15418060200668898
99999,46,0.0,0.19415089304740002,1.001703325568961,0.15418060200668898
99999,47,0.0,0.19449175522676693,1.0034619720179843,0.15418060200668898
99999,48,0.0,0.19465783350897484,1.0043188373405239,0.15418060200668898
99999,49,0.0,0.19505575579610823,1.0063718800645778,0.15418060200668898
99999,50,0.0,0.19507519381069183,1.006472168677961,0.15418060200668898
99999,51,0.0,0.1958438632006021,1.0104380463108196,0.15418060200668898
99999,52,0.0,0.19585553016210663,1.0104982409045964,0.15418060200668898
99999,53,0.0,0.19590682054567118,1.010762868828681,0.15418060200668898
99999,54,0.0,0.1962529290511395,1.0125485832052337,0.15418060200668898
99999,55,0.0,0.19663662537612334,1.0145282284116612,0.15418060200668898
99999,56,0.0,0.1970817215045367,1.0168246601459243,0.15418060200668898
99999,57,0.0,0.197716482247831,1.020099648674271,0.15418060200668898
99999,58,0.0,0.19777003697649662,1.0203759592745585,0.15418060200668898
99999,59,0.0,0.19793856945924898,1.0212454868146572,0.15418060200668898
99999,60,0.0,0.19832700582634452,1.0232495878238475,0.15418060200668898
99999,61,0.0,0.199670607642499,1.030181775393821,0.15418060200668898
99999,62,0.0,0.20029518303718444,1.0334042135711834,0.15418060200668898
99999,63,0.0,0.2010115381507997,1.0371001806014333,0.15418060200668898
99999,64,0.0,0.20101347681235443,1.0371101829439209,0.15418060200668898
99999,65,0.0,0.20156624136565962,1.0399621198194688,0.15418060200668898
99999,66,0.0,0.20280024165063465,1.0463288285675494,0.15418060200668898
99999,67,0.0,0.20293780142030066,1.047038555299042,0.15418060200668898
99999,68,0.0,0.20391174159356745,1.0520635082887169,0.15418060200668898
99999,69,0.0,0.20392956816214758,1.0521554827975637,0.15418060200668898
99999,70,0.0,0.20432993098202787,1.0542211172214564,0.15418060200668898
99999,71,0.0,0.20442582744436893,1.0547158860259136,0.15418060200668898
99999,72,0.0,0.20482156021837902,1.0567576321623364,0.15418060200668898
99999,73,0.0,0.20532289948877416,1.059344245113277,0.15418060200668898
99999,74,0.0,0.20533200378766506,1.0593912178896205,0.15418060200668898
99999,75,0.0,0.2054561970833617,1.0600319815521515,0.15418060200668898
99999,76,0.0,0.20552555111283166,1.06038980716331,0.15418060200668898
99999,77,0.0,0.20570090091115636,1.0612945080037888,0.15418060200668898
99999,78,0.0,0.2080730111637697,1.0735331884000663,0.15418060200668898
99999,79,0.0,0.2087893927322941,1.077229291921939,0.15418060200668898
99999,80,0.0,0.20884448096370153,1.077513514485814,0.15418060200668898
99999,81,0.0,0.2094848676588104,1.0808175295849567,0.15418060200668898
99999,82,0.0,0.21031684802812078,1.0851100542788443,0.15418060200668898
99999,83,0.0,0.21185799969940425,1.0930614818004984,0.15418060200668898
99999,84,0.0,0.21294435751466714,1.098666443071735,0.15418060200668898
99999,85,0.0,0.21325811928403834,1.1002852674968113,0.15418060200668898
99999,86,0.0,0.21544213636137552,1.1115534987942792,0.15418060200668898
99999,87,0.0,0.21547383543874798,1.111717047211302,0.15418060200668898
99999,88,0.0,0.2180819868173182,1.1251735596614572,0.15418060200668898
99999,89,0.0001,0.21957761889205937,1.1328901330934942,0.15418060200668898
99999,90,0.0,0.2208801869659109,1.1396106109181237,0.15418060200668898
99999,91,0.0,0.22095173479576335,1.1399797552366249,0.15418060200668898
99999,92,0.0,0.22321829173590557,1.151673843215801,0.15418060200668898
99999,93,0.0,0.22452250819623334,1.1584028257358718,0.15418060200668898
99999,94,0.0,0.22476497312938204,1.1596538008205428,0.15418060200668898
99999,95,0.0,0.22638722110121057,1.168023637099799,0.15418060200668898
99999,96,0.0,0.22945357790527524,1.1838442174731414,0.15418060200668898
99999,97,0.0,0.23459248732828575,1.2103579387238108,0.15418060200668898
99999,98,0.0,0.23514114673531794,1.2131886954821363,0.15418060200668898
99999,99,0.0,0.23595553526080532,1.2173904567075495,0.15418060200668898
99999,100,0.9999,0.25196697916347705,1.3,0.15418060200668898
99999,1,0.0,0.1531118435906565,0.7863133743598113,0.1553511705685619
99999,2,0.0,0.15934258009761265,0.8183116269615488,0.1553511705685619
99999,3,0.0,0.15977527870208683,0.8205337718445697,0.1553511705685619
99999,4,0.0,0.16084790599895282,0.8260423018801955,0.1553511705685619
99999,5,0.0,0.1611544845269042,0.8276167509310749,0.1553511705685619
99999,6,0.0,0.1618299833054872,0.8310858080040442,0.1553511705685619
99999,7,0.0,0.1619026290459084,0.8314588837632008,0.1553511705685619
99999,8,0.0,0.16471075277899816,0.8458801407764004,0.1553511705685619
99999,9,0.0,0.16575919930537872,0.8512644892804793,0.1553511705685619
99999,10,0.0,0.16689551642052908,0.8571001014983392,0.1553511705685619
99999,11,0.0,0.16893248415918694,0.8675610491199238,0.1553511705685619
99999,12,0.0,0.1691019060329861,0.8684311234535174,0.1553511705685619
99999,13,0.0,0.169460058114351,0.8702704310147593,0.1553511705685619
99999,14,0.0,0.16964105810679958,0.8711999653439381,0.1553511705685619
99999,15,0.0,0.17027902434143252,0.8744762721985729,0.1553511705685619
99999,16,0.0,0.1709040151824317,0.877685943283482,0.1553511705685619
99999,17,0.0,0.17245254721438585,0.8856385054027486,0.1553511705685619
99999,18,0.0,0.17428542550534445,0.8950513416664642,0.1553511705685619
99999,19,0.0,0.17541180765862732,0.9008359324008975,0.1553511705685619
99999,20,0.0,0.17603726250155038,0.9040479863904202,0.1553511705685619
99999,21,0.0,0.17711598850385865,0.9095878366266461,0.1553511705685619
99999,22,0.0,0.1778966799936348,0.9135971160217857,0.1553511705685619
99999,23,0.0,0.17876854861096406,0.9180746400226295,0.1553511705685619
99999,24,0.0,0.1788449620506236,0.9184670649858203,0.1553511705685619
99999,25,0.0,0.17910508728011537,0.9198029508465159,0.1553511705685619
99999,26,0.0,0.18329669243883326,0.9413291445036641,0.1553511705685619
99999,27,0.0,0.18374135666956626,0.943612739446584,0.1553511705685619
99999,28,0.0,0.1842389712300691,0.9461682634022988,0.1553511705685619
99999,29,0.0,0.18470337231300804,0.9485532179167147,0.1553511705685619
99999,30,0.0,0.1848746687210459,0.9494329190127321,0.1553511705685619
99999,31,0.0,0.18519916099901912,0.9510993650045193,0.1553511705685619
99999,32,0.0,0.1863342292053014,0.956928563389698,0.1553511705685619
99999,33,0.0,0.1868060639906993,0.9593516940473005,0.1553511705685619
99999,34,0.0,0.18686416868253838,0.9596500935390359,0.1553511705685619
99999,35,0.0,0.18775405642026402,0.9642201556155086,0.1553511705685619
99999,36,0.0,0.18833289065062106,0.9671927871650562,0.1553511705685619
99999,37,0.0,0.1891021812470755,0.9711435167139643,0.1553511705685619
99999,38,0.0,0.18927084250833057,0.9720096848845716,0.1553511705685619
99999,39,0.0,0.1893918281292195,0.9726310124682466,0.1553511705685619
99999,40,0.0,0.1897288219834237,0.9743616609172734,0.1553511705685619
99999,41,0.0,0.18985664931942306,0.9750181244641025,0.1553511705685619
99999,42,0.0,0.19135089774663913,0.9826919104716522,0.1553511705685619
99999,43,0.0,0.19145751943076145,0.9832394713543118,0.1553511705685619
99999,44,0.0,0.19297752633850107,0.9910455413006077,0.1553511705685619
99999,45,0.0,0.19472814854577922,1.0000359474165073,0.1553511705685619
99999,46,0.0,0.19505282233514826,1.001703325568961,0.1553511705685619
99999,47,0.0,0.19539526799207652,1.0034619720179843,0.1553511705685619
99999,48,0.0,0.1955621177920685,1.0043188373405239,0.1553511705685619
99999,49,0.0,0.19596188862988007,1.0063718800645778,0.1553511705685619
99999,50,0.0,0.19598141694389198,1.006472168677961,0.1553511705685619
99999,51,0.0,0.19675365719265578,1.0104380463108196,0.1553511705685619
99999,52,0.0,0.19676537835310895,1.0104982409045964,0.1553511705685619
99999,53,0.0,0.19681690700649748,1.010762868828681,0.1553511705685619
99999,54,0.0,0.19716462336137056,1.0125485832052337,0.1553511705685619
99999,55,0.0,0.19755010215022914,1.0145282284116612,0.1553511705685619
99999,56,0.0,0.19799726597571968,1.0168246601459243,0.1553511705685619
99999,57,0.0,0.19863497550434328,1.020099648674271,0.1553511705685619
99999,58,0.0,0.19868877902186335,1.0203759592745585,0.1553511705685619
99999,59,0.0,0.1988580944234051,1.0212454868146572,0.1553511705685619
99999,60,0.0,0.19924833527427302,1.0232495878238475,0.1553511705685619
99999,61,0.0,0.20059817880175854,1.030181775393821,0.1553511705685619
99999,62,0.0,0.2012256556656674,1.0334042135711834,0.1553511705685619
99999,63,0.0,0.20194533861181158,1.0371001806014333,0.1553511705685619
99999,64,0.0,0.2019472862794317,1.0371101829439209,0.1553511705685619
99999,65,0.0,0.2025026187042106,1.0399621198194688,0.1553511705685619
99999,66,0.0,0.20374235154586173,1.0463288285675494,0.1553511705685619
99999,67,0.0,0.20388055035036876,1.047038555299042,0.1553511705685619
99999,68,0.0,0.2048590149693025,1.0520635082887169,0.1553511705685619
99999,69,0.0,0.20487692435132765,1.0521554827975637,0.1553511705685619
99999,70,0.0,0.20527914705939748,1.0542211172214564,0.1553511705685619
99999,71,0.0,0.20537548900940344,1.0547158860259136,0.1553511705685619
99999,72,0.0,0.2057730601626937,1.0567576321623364,0.1553511705685619
99999,73,0.0,0.20627672840806272,1.059344245113277,0.1553511705685619
99999,74,0.0,0.20628587500103576,1.0593912178896205,0.1553511705685619
99999,75,0.0,0.20641064523752814,1.0600319815521515,0.1553511705685619
99999,76,0.0,0.20648032145161144,1.06038980716331,0.1553511705685619
99999,77,0.0,0.2066564858386111,1.0612945080037888,0.1553511705685619
99999,78,0.0,0.20903961574545837,1.0735331884000663,0.1553511705685619
99999,79,0.0,0.2097593252694082,1.077229291921939,0.1553511705685619
99999,80,0.0,0.20981466941356747,1.077513514485814,0.1553511705685619
99999,81,0.0,0.21045803102940286,1.0808175295849567,0.1553511705685619
99999,82,0.0,0.21129387636915006,1.0851100542788443,0.1553511705685619
99999,83,0.0,0.21284218747095368,1.0930614818004984,0.1553511705685619
99999,84,0.0,0.21393359196880032,1.098666443071735,0.1553511705685619
99999,85,0.0,0.21424881132059478,1.1002852674968113,0.1553511705685619
99999,86,0.0,0.2164429742640471,1.1115534987942792,0.1553511705685619
99999,87,0.0,0.21647482059969805,1.111717047211302,0.1553511705685619
99999,88,0.0,0.21909508816315051,1.1251735596614572,0.1553511705685619
99999,89,0.0,0.22059766820681795,1.1328901330934942,0.1553511705685619
99999,90,0.0,0.22190628736947293,1.1396106109181237,0.1553511705685619
99999,91,0.0,0.22197816757525318,1.1399797552366249,0.1553511705685619
99999,92,0.0,0.2242552538210019,1.151673843215801,0.1553511705685619
99999,93,0.0,0.22556552902772362,1.1584028257358718,0.1553511705685619
99999,94,0.0,0.22580912033336037,1.1596538008205428,0.1553511705685619
99999,95,0.0,0.22743890446912207,1.168023637099799,0.1553511705685619
99999,96,0.0,0.23051950605447444,1.1838442174731414,0.1553511705685619
99999,97,0.0,0.2356822883159919,1.2103579387238108,0.1553511705685619
99999,98,0.0,0.23623349652401301,1.2131886954821363,0.1553511705685619
99999,99,0.0,0.23705166829690769,1.2173904567075495,0.1553511705685619
99999,100,1.0,0.2531374934706016,1.3,0.1553511705685619
99999,1,0.0,0.15381986086752017,0.7863133743598113,0.1565217391304348
99999,2,0.0,0.1600794094440789,0.8183116269615488,0.1565217391304348
99999,3,0.0,0.1605141089263458,0.8205337718445697,0.1565217391304348
99999,4,0.0,0.16159169624877226,0.8260423018801955,0.1565217391304348
99999,5,0.0,0.16189969245212624,0.8276167509310749,0.1565217391304348
99999,6,0.0,0.16257831486108634,0.8310858080040442,0.1565217391304348
99999,7,0.0,0.16265129652874938,0.8314588837632008,0.1565217391304348
99999,8,0.0,0.16547240554156653,0.8458801407764004,0.1565217391304348
99999,9,0.0,0.16652570027718508,0.8512644892804793,0.1565217391304348
99999,10,0.0,0.16766727193130937,0.8571001014983392,0.1565217391304348
99999,11,0.0,0.16971365898278823,0.8675610491199238,0.1565217391304348
99999,12,0.0,0.16988386429443864,0.8684311234535174,0.1565217391304348
99999,13,0.0,0.1702436725367862,0.8702704310147593,0.1565217391304348
99999,14,0.0,0.17042550950643243,0.8711999653439381,0.1565217391304348
