,species_idx,mass_frequency,lambda_inst_nut,lambda_max_nut,delta
99999,17,0.0,0.06941651858510409,0.8856385054027486,0.051170568561872916
99999,18,0.0,0.07015429852517298,0.8950513416664642,0.051170568561872916
99999,19,0.0,0.0706076958738366,0.9008359324008975,0.051170568561872916
99999,20,0.0,0.07085945729127707,0.9040479863904202,0.051170568561872916
99999,21,0.0,0.07129367183201318,0.9095878366266461,0.051170568561872916
99999,22,0.0,0.07160791993205375,0.9135971160217857,0.051170568561872916
99999,23,0.0,0.07195886913550836,0.9180746400226295,0.051170568561872916
99999,24,0.0,0.07198962748057174,0.9184670649858203,0.051170568561872916
99999,25,0.0,0.07209433447457758,0.9198029508465159,0.051170568561872916
99999,26,0.0,0.07378156172695235,0.9413291445036641,0.051170568561872916
99999,27,0.0,0.07396055034344658,0.943612739446584,0.051170568561872916
99999,28,0.0,0.07416085280893828,0.9461682634022988,0.051170568561872916
99999,29,0.0,0.07434778600839226,0.9485532179167147,0.051170568561872916
99999,30,0.0,0.07441673715167307,0.9494329190127321,0.051170568561872916
99999,31,0.0,0.07454735351315045,0.9510993650045193,0.051170568561872916
99999,32,0.0,0.07500424721816952,0.956928563389698,0.051170568561872916
99999,33,0.0,0.07519417267116357,0.9593516940473005,0.051170568561872916
99999,34,0.0,0.07521756128145714,0.9596500935390359,0.051170568561872916
99999,35,0.0,0.07557576363730692,0.9642201556155086,0.051170568561872916
99999,36,0.0,0.07580875907726015,0.9671927871650562,0.051170568561872916
99999,37,0.0,0.07611841802894698,0.9711435167139643,0.051170568561872916
99999,38,0.0,0.07618630845889779,0.9720096848845716,0.051170568561872916
99999,39,0.0,0.07623500823594734,0.9726310124682466,0.051170568561872916
99999,40,0.0,0.07637065679853046,0.9743616609172734,0.051170568561872916
99999,41,0.0,0.0764221105392169,0.9750181244641025,0.051170568561872916
99999,42,0.0,0.07702358338142234,0.9826919104716522,0.051170568561872916
99999,43,0.0,0.0770665013100758,0.9832394713543118,0.051170568561872916
99999,44,0.0,0.07767834259317048,0.9910455413006077,0.051170568561872916
99999,45,0.0,0.07838301237595975,1.0000359474165073,0.051170568561872916
99999,46,0.0,0.07851370180037176,1.001703325568961,0.051170568561872916
99999,47,0.0,0.07865154485164892,1.0034619720179843,0.051170568561872916
99999,48,0.0,0.0787187061225559,1.0043188373405239,0.051170568561872916
99999,49,0.0,0.07887962401122141,1.0063718800645778,0.051170568561872916
99999,50,0.0,0.07888748465227566,1.006472168677961,0.051170568561872916
99999,51,0.0,0.07919833091373353,1.0104380463108196,0.051170568561872916
99999,52,0.0,0.07920304897772029,1.0104982409045964,0.051170568561872916
99999,53,0.0,0.07922379056596232,1.010762868828681,0.051170568561872916
99999,54,0.0,0.07936375520667235,1.0125485832052337,0.051170568561872916
99999,55,0.0,0.07951892018360772,1.0145282284116612,0.051170568561872916
99999,56,0.0,0.07969891495030816,1.0168246601459243,0.051170568561872916
99999,57,0.0,0.07995560918916197,1.020099648674271,0.051170568561872916
99999,58,0.0,0.07997726646784069,1.0203759592745585,0.051170568561872916
99999,59,0.0,0.08004542020582668,1.0212454868146572,0.051170568561872916
99999,60,0.0,0.08020250203334683,1.0232495878238475,0.051170568561872916
99999,61,0.0,0.08074584824554394,1.030181775393821,0.051170568561872916
99999,62,0.0,0.08099842357765025,1.0334042135711834,0.051170568561872916
99999,63,0.0,0.08128811419349423,1.0371001806014333,0.051170568561872916
99999,64,0.0,0.08128889817904697,1.0371101829439209,0.051170568561872916
99999,65,0.0,0.08151243354693953,1.0399621198194688,0.051170568561872916
99999,66,0.0,0.08201145741891548,1.0463288285675494,0.051170568561872916
99999,67,0.0,0.08206708593839207,1.047038555299042,0.051170568561872916
99999,68,0.0,0.08246094273263614,1.0520635082887169,0.051170568561872916
99999,69,0.0,0.08246815171255716,1.0521554827975637,0.051170568561872916
99999,70,0.0,0.08263005654110903,1.0542211172214564,0.051170568561872916
99999,71,0.0,0.08266883661638852,1.0547158860259136,0.051170568561872916
99999,72,0.0,0.08282886907631483,1.0567576321623364,0.051170568561872916
99999,73,0.0,0.08303160830330879,1.059344245113277,0.051170568561872916
99999,74,0.0,0.08303529003866938,1.0593912178896205,0.051170568561872916
99999,75,0.0,0.08308551321936601,1.0600319815521515,0.051170568561872916
99999,76,0.0,0.08311355966047679,1.06038980716331,0.051170568561872916
99999,77,0.0,0.0831844702885987,1.0612945080037888,0.051170568561872916
99999,78,0.0,0.08414374044228176,1.0735331884000663,0.051170568561872916
99999,79,0.0,0.08443344175636575,1.077229291921939,0.051170568561872916
99999,80,0.0,0.08445571917629179,1.077513514485814,0.051170568561872916
99999,81,0.0,0.08471468852341926,1.0808175295849567,0.051170568561872916
99999,82,0.0,0.08505113744515486,1.0851100542788443,0.051170568561872916
99999,83,0.0,0.08567437188332329,1.0930614818004984,0.051170568561872916
99999,84,0.0,0.08611368983966784,1.098666443071735,0.051170568561872916
99999,85,0.0,0.08624057361346923,1.1002852674968113,0.051170568561872916
99999,86,0.0,0.087123779777734,1.1115534987942792,0.051170568561872916
99999,87,0.0,0.08713659873452119,1.111717047211302,0.051170568561872916
99999,88,0.0,0.0881913228018336,1.1251735596614572,0.051170568561872916
99999,89,0.0,0.08879614933070581,1.1328901330934942,0.051170568561872916
99999,90,0.0,0.08932290169181958,1.1396106109181237,0.051170568561872916
99999,91,0.0,0.08935183529541688,1.1399797552366249,0.051170568561872916
99999,92,0.0,0.09026842018935526,1.151673843215801,0.051170568561872916
99999,93,0.0,0.09079583915015453,1.1584028257358718,0.051170568561872916
99999,94,0.0,0.09089389082099407,1.1596538008205428,0.051170568561872916
99999,95,0.0,0.09154992021909375,1.168023637099799,0.051170568561872916
99999,96,0.0,0.09278994039077072,1.1838442174731414,0.051170568561872916
99999,97,0.0,0.09486809102754819,1.2103579387238108,0.051170568561872916
99999,98,0.0,0.09508996629372674,1.2131886954821363,0.051170568561872916
99999,99,0.0,0.09541930115712162,1.2173904567075495,0.051170568561872916
99999,100,0.0,0.10189425325358628,1.3,0.051170568561872916
99999,1,1.0,0.0628019640159075,0.7863133743598113,0.05234113712374582
99999,2,0.0,0.06535762842909688,0.8183116269615488,0.05234113712374582
99999,3,0.0,0.0655351086393187,0.8205337718445697,0.05234113712374582
99999,4,0.0,0.06597506873202293,0.8260423018801955,0.05234113712374582
99999,5,0.0,0.0661008182052768,0.8276167509310749,0.05234113712374582
99999,6,0.0,0.06637788788839534,0.8310858080040442,0.05234113712374582
99999,7,0.0,0.06640768502928822,0.8314588837632008,0.05234113712374582
99999,8,0.0,0.06755949459216701,0.8458801407764004,0.05234113712374582
99999,9,0.0,0.06798953644574424,0.8512644892804793,0.05234113712374582
99999,10,0.0,0.06845562022412995,0.8571001014983392,0.05234113712374582
99999,11,0.0,0.06929112433422846,0.8675610491199238,0.05234113712374582
99999,12,0.0,0.06936061619176426,0.8684311234535174,0.05234113712374582
99999,13,0.0,0.06950751961607565,0.8702704310147593,0.05234113712374582
99999,14,0.0,0.0695817604765216,0.8711999653439381,0.05234113712374582
99999,15,0.0,0.06984343541669082,0.8744762721985729,0.05234113712374582
99999,16,0.0,0.07009978823294741,0.877685943283482,0.05234113712374582
99999,17,0.0,0.0707349504167969,0.8856385054027486,0.05234113712374582
99999,18,0.0,0.07148674305265634,0.8950513416664642,0.05234113712374582
99999,19,0.0,0.07194875180259833,0.9008359324008975,0.05234113712374582
99999,20,0.0,0.07220529493876383,0.9040479863904202,0.05234113712374582
99999,21,0.0,0.0726477565406312,0.9095878366266461,0.05234113712374582
99999,22,0.0,0.0729679731724649,0.9135971160217857,0.05234113712374582
99999,23,0.0,0.07332558797382865,0.9180746400226295,0.05234113712374582
99999,24,0.0,0.07335693051386533,0.9184670649858203,0.05234113712374582
99999,25,0.0,0.0734636262136823,0.9198029508465159,0.05234113712374582
99999,26,0.0,0.0751828990679134,0.9413291445036641,0.05234113712374582
99999,27,0.0,0.0753652872252418,0.943612739446584,0.05234113712374582
99999,28,0.0,0.07556939404669738,0.9461682634022988,0.05234113712374582
99999,29,0.0,0.07575987767889539,0.9485532179167147,0.05234113712374582
99999,30,0.0,0.07583013841510862,0.9494329190127321,0.05234113712374582
99999,31,0.0,0.075963235580467,0.9510993650045193,0.05234113712374582
99999,32,0.0,0.07642880709325685,0.956928563389698,0.05234113712374582
99999,33,0.0,0.07662233981103427,0.9593516940473005,0.05234113712374582
99999,34,0.0,0.0766461726425152,0.9596500935390359,0.05234113712374582
99999,35,0.0,0.0770111783558045,0.9642201556155086,0.05234113712374582
99999,36,0.0,0.07724859909121959,0.9671927871650562,0.05234113712374582
99999,37,0.0,0.0775641394127474,0.9711435167139643,0.05234113712374582
99999,38,0.0,0.07763331928944286,0.9720096848845716,0.05234113712374582
99999,39,0.0,0.07768294402408993,0.9726310124682466,0.05234113712374582
99999,40,0.0,0.07782116896743196,0.9743616609172734,0.05234113712374582
99999,41,0.0,0.07787359997190176,0.9750181244641025,0.05234113712374582
99999,42,0.0,0.07848649662154132,0.9826919104716522,0.05234113712374582
99999,43,0.0,0.07853022969282135,0.9832394713543118,0.05234113712374582
99999,44,0.0,0.0791536917117296,0.9910455413006077,0.05234113712374582
99999,45,0.0,0.07987174532723475,1.0000359474165073,0.05234113712374582
99999,46,0.0,0.08000491694321618,1.001703325568961,0.05234113712374582
99999,47,0.0,0.08014537805529912,1.0034619720179843,0.05234113712374582
99999,48,0.0,0.08021381492399211,1.0043188373405239,0.05234113712374582
99999,49,0.0,0.08037778913514441,1.0063718800645778,0.05234113712374582
99999,50,0.0,0.08038579907379517,1.006472168677961,0.05234113712374582
99999,51,0.0,0.08070254925573513,1.0104380463108196,0.05234113712374582
99999,52,0.0,0.08070735693017586,1.0104982409045964,0.05234113712374582
99999,53,0.0,0.08072849246456697,1.010762868828681,0.05234113712374582
99999,54,0.0,0.08087111546154989,1.0125485832052337,0.05234113712374582
99999,55,0.0,0.08102922749559681,1.0145282284116612,0.05234113712374582
99999,56,0.0,0.08121264091299873,1.0168246601459243,0.05234113712374582
99999,57,0.0,0.08147421055993143,1.020099648674271,0.05234113712374582
99999,58,0.0,0.08149627917651905,1.0203759592745585,0.05234113712374582
99999,59,0.0,0.08156572736227397,1.0212454868146572,0.05234113712374582
99999,60,0.0,0.08172579265375636,1.0232495878238475,0.05234113712374582
99999,61,0.0,0.08227945867104298,1.030181775393821,0.05234113712374582
99999,62,0.0,0.08253683118060123,1.0334042135711834,0.05234113712374582
99999,63,0.0,0.08283202390656333,1.0371001806014333,0.05234113712374582
99999,64,0.0,0.08283282278239766,1.0371101829439209,0.05234113712374582
99999,65,0.0,0.08306060377007274,1.0399621198194688,0.05234113712374582
99999,66,0.0,0.08356910563044394,1.0463288285675494,0.05234113712374582
99999,67,0.0,0.08362579070551164,1.047038555299042,0.05234113712374582
99999,68,0.0,0.08402712804394381,1.0520635082887169,0.05234113712374582
99999,69,0.0,0.08403447394442488,1.0521554827975637,0.05234113712374582
99999,70,0.0,0.08419945384046817,1.0542211172214564,0.05234113712374582
99999,71,0.0,0.08423897046789297,1.0547158860259136,0.05234113712374582
99999,72,0.0,0.08440204243330834,1.0567576321623364,0.05234113712374582
99999,73,0.0,0.0846086322978141,1.059344245113277,0.05234113712374582
99999,74,0.0,0.08461238396058093,1.0593912178896205,0.05234113712374582
99999,75,0.0,0.08466356103296602,1.0600319815521515,0.05234113712374582
99999,76,0.0,0.08469214016170618,1.06038980716331,0.05234113712374582
99999,77,0.0,0.08476439759936603,1.0612945080037888,0.05234113712374582
99999,78,0.0,0.08574188722489223,1.0735331884000663,0.05234113712374582
99999,79,0.0,0.0860370908522866,1.077229291921939,0.05234113712374582
99999,80,0.0,0.08605979138849904,1.077513514485814,0.05234113712374582
99999,81,0.0,0.08632367935496446,1.0808175295849567,0.05234113712374582
99999,82,0.0,0.08666651846994507,1.0851100542788443,0.05234113712374582
99999,83,0.0,0.08730159003476053,1.0930614818004984,0.05234113712374582
99999,84,0.0,0.08774925198169528,1.098666443071735,0.05234113712374582
99999,85,0.0,0.08787854566613057,1.1002852674968113,0.05234113712374582
99999,86,0.0,0.0887785266146203,1.1115534987942792,0.05234113712374582
99999,87,0.0,0.08879158904257288,1.111717047211302,0.05234113712374582
99999,88,0.0,0.08986634554326486,1.1251735596614572,0.05234113712374582
99999,89,0.0,0.09048265957633018,1.1328901330934942,0.05234113712374582
99999,90,0.0,0.09101941657458892,1.1396106109181237,0.05234113712374582
99999,91,0.0,0.09104889971574251,1.1399797552366249,0.05234113712374582
99999,92,0.0,0.09198289335799105,1.151673843215801,0.05234113712374582
99999,93,0.0,0.09252032961670054,1.1584028257358718,0.05234113712374582
99999,94,0.0,0.09262024358842492,1.1596538008205428,0.05234113712374582
99999,95,0.0,0.09328873298968539,1.168023637099799,0.05234113712374582
99999,96,0.0,0.09455230493404708,1.1838442174731414,0.05234113712374582
99999,97,0.0,0.09666992600245129,1.2103579387238108,0.05234113712374582
99999,98,0.0,0.09689601535800736,1.2131886954821363,0.05234113712374582
99999,99,0.0,0.09723160529693811,1.2173904567075495,0.05234113712374582
99999,100,0.0,0.10382953652181007,1.3,0.05234113712374582
99999,1,1.0,0.06397253255369109,0.7863133743598113,0.053511705685618735
99999,2,0.0,0.06657583210699258,0.8183116269615488,0.053511705685618735
99999,3,0.0,0.06675662037856918,0.8205337718445697,0.053511705685618735
99999,4,0.0,0.06720478090656981,0.8260423018801955,0.053511705685618735
99999,5,0.0,0.06733287422972296,0.8276167509310749,0.053511705685618735
99999,6,0.0,0.06761510822671153,0.8310858080040442,0.053511705685618735
99999,7,0.0,0.06764546075780904,0.8314588837632008,0.053511705685618735
99999,8,0.0,0.06881873894920845,0.8458801407764004,0.053511705685618735
99999,9,0.0,0.0692567963715918,0.8512644892804793,0.053511705685618735
99999,10,0.0,0.06973156750578713,0.8571001014983392,0.053511705685618735
99999,11,0.0,0.07058264461331965,0.8675610491199238,0.053511705685618735
99999,12,0.0,0.0706534317326094,0.8684311234535174,0.053511705685618735
99999,13,0.0,0.07080307329623357,0.8702704310147593,0.053511705685618735
99999,14,0.0,0.07087869793530521,0.8711999653439381,0.053511705685618735
99999,15,0.0,0.07114525024606128,0.8744762721985729,0.053511705685618735
99999,16,0.0,0.07140638123360574,0.877685943283482,0.053511705685618735
99999,17,0.0,0.07205338223301547,0.8856385054027486,0.053511705685618735
99999,18,0.0,0.07281918756450097,0.8950513416664642,0.053511705685618735
99999,19,0.0,0.07328980771562024,0.9008359324008975,0.053511705685618735
99999,20,0.0,0.07355113257045467,0.9040479863904202,0.053511705685618735
99999,21,0.0,0.0740018412333565,0.9095878366266461,0.053511705685618735
99999,22,0.0,0.07432802639691326,0.9135971160217857,0.053511705685618735
99999,23,0.0,0.07469230679610793,0.9180746400226295,0.053511705685618735
99999,24,0.0,0.07472423353111107,0.9184670649858203,0.053511705685618735
99999,25,0.0,0.07483291793671581,0.9198029508465159,0.053511705685618735
99999,26,0.0,0.07658423639242713,0.9413291445036641,0.053511705685618735
99999,27,0.0,0.07677002409054981,0.943612739446584,0.053511705685618735
99999,28,0.0,0.07697793526792461,0.9461682634022988,0.053511705685618735
99999,29,0.0,0.07717196933282496,0.9485532179167147,0.053511705685618735
99999,30,0.0,0.07724353966195527,0.9494329190127321,0.053511705685618735
99999,31,0.0,0.07737911763116553,0.9510993650045193,0.053511705685618735
99999,32,0.0,0.07785336695162429,0.956928563389698,0.053511705685618735
99999,33,0.0,0.07805050693414274,0.9593516940473005,0.053511705685618735
99999,34,0.0,0.07807478398680585,0.9596500935390359,0.053511705685618735
99999,35,0.0,0.07844659305745477,0.9642201556155086,0.053511705685618735
99999,36,0.0,0.07868843908827981,0.9671927871650562,0.053511705685618735
99999,37,0.0,0.07900986077957958,0.9711435167139643,0.053511705685618735
99999,38,0.0,0.07908033010300455,0.9720096848845716,0.053511705685618735
99999,39,0.0,0.0791308797952383,0.9726310124682466,0.053511705685618735
99999,40,0.0,0.07927168111930899,0.9743616609172734,0.053511705685618735
99999,41,0.0,0.07932508938755067,0.9750181244641025,0.053511705685618735
99999,42,0.0,0.07994940984449027,0.9826919104716522,0.053511705685618735
99999,43,0.0,0.0799939580583873,0.9832394713543118,0.053511705685618735
99999,44,0.0,0.08062904081297274,0.9910455413006077,0.053511705685618735
99999,45,0.0,0.08136047826103668,1.0000359474165073,0.053511705685618735
99999,46,0.0,0.0814961320685584,1.001703325568961,0.053511705685618735
99999,47,0.0,0.08163921124141639,1.0034619720179843,0.053511705685618735
99999,48,0.0,0.08170892370788044,1.0043188373405239,0.053511705685618735
99999,49,0.0,0.08187595424148365,1.0063718800645778,0.053511705685618735
99999,50,0.0,0.08188411347772917,1.006472168677961,0.053511705685618735
99999,51,0.0,0.0822067675800819,1.0104380463108196,0.053511705685618735
99999,52,0.0,0.08221166486497557,1.0104982409045964,0.053511705685618735
99999,53,0.0,0.0822331943455111,1.010762868828681,0.053511705685618735
99999,54,0.0,0.08237847569873573,1.0125485832052337,0.053511705685618735
99999,55,0.0,0.08253953478985962,1.0145282284116612,0.053511705685618735
99999,56,0.0,0.08272636685792292,1.0168246601459243,0.053511705685618735
99999,57,0.0,0.08299281191287725,1.020099648674271,0.053511705685618735
99999,58,0.0,0.08301529186736893,1.0203759592745585,0.053511705685618735
99999,59,0.0,0.0830860345008776,1.0212454868146572,0.053511705685618735
99999,60,0.0,0.08324908325628723,1.0232495878238475,0.053511705685618735
99999,61,0.0,0.08381306907854223,1.030181775393821,0.053511705685618735
99999,62,0.0,0.08407523876549612,1.0334042135711834,0.053511705685618735
99999,63,0.0,0.08437593360151177,1.0371001806014333,0.053511705685618735
99999,64,0.0,0.0843767473676275,1.0371101829439209,0.053511705685618735
99999,65,0.0,0.08460877397503527,1.0399621198194688,0.053511705685618735
99999,66,0.0,0.08512675382369046,1.0463288285675494,0.053511705685618735
99999,67,0.0,0.0851844954543369,1.047038555299042,0.053511705685618735
99999,68,0.0,0.08559331333686938,1.0520635082887169,0.053511705685618735
99999,69,0.0,0.08560079615790889,1.0521554827975637,0.053511705685618735
99999,70,0.0,0.08576885112140749,1.0542211172214564,0.053511705685618735
99999,71,0.0,0.08580910430096897,1.0547158860259136,0.053511705685618735
99999,72,0.0,0.08597521577183773,1.0567576321623364,0.053511705685618735
99999,73,0.0,0.08618565627381007,1.059344245113277,0.053511705685618735
99999,74,0.0,0.08618947786398233,1.0593912178896205,0.053511705685618735
99999,75,0.0,0.08624160882804466,1.0600319815521515,0.053511705685618735
99999,76,0.0,0.08627072064440798,1.06038980716331,0.053511705685618735
99999,77,0.0,0.08634432489158997,1.0612945080037888,0.053511705685618735
99999,78,0.0,0.08734003398874543,1.0735331884000663,0.053511705685618735
99999,79,0.0,0.0876407399293856,1.077229291921939,0.053511705685618735
99999,80,0.0,0.08766386358187948,1.077513514485814,0.053511705685618735
99999,81,0.0,0.08793267016762513,1.0808175295849567,0.053511705685618735
99999,82,0.0,0.08828189947577574,1.0851100542788443,0.053511705685618735
99999,83,0.0,0.08892880816709932,1.0930614818004984,0.053511705685618735
99999,84,0.0,0.08938481410452635,1.098666443071735,0.053511705685618735
99999,85,0.0,0.08951651769956723,1.1002852674968113,0.053511705685618735
99999,86,0.0,0.09043327343208504,1.1115534987942792,0.053511705685618735
99999,87,0.0,0.09044657933120015,1.111717047211302,0.053511705685618735
99999,88,0.0,0.09154136826503657,1.1251735596614572,0.053511705685618735
99999,89,0.0,0.09216916980216018,1.1328901330934942,0.053511705685618735
99999,90,0.0,0.09271593143744648,1.1396106109181237,0.053511705685618735
99999,91,0.0,0.09274596411614988,1.1399797552366249,0.053511705685618735
99999,92,0.0,0.09369736650650429,1.151673843215801,0.053511705685618735
99999,93,0.0,0.0942448200630064,1.1584028257358718,0.053511705685618735
99999,94,0.0,0.09434659633559382,1.1596538008205428,0.053511705685618735
99999,95,0.0,0.09502754573986882,1.168023637099799,0.053511705685618735
99999,96,0.0,0.09631466945663877,1.1838442174731414,0.053511705685618735
99999,97,0.0,0.09847176095620648,1.2103579387238108,0.053511705685618735
99999,98,0.0,0.09870206440109065,1.2131886954821363,0.053511705685618735
99999,99,0.0,0.09904390941548384,1.2173904567075495,0.053511705685618735
99999,100,0.0,0.1057648197673197,1.3,0.053511705685618735
99999,1,1.0,0.06514310112250425,0.7863133743598113,0.05468227424749164
99999,2,0.0,0.06779403581718056,0.8183116269615488,0.05468227424749164
